,text,rate
3156,"Хороший аккумулятор,металлический корпус,спустя три года все еще обновляется,не тормозит Не вижу,если только отсутствие NFS Очень удачная модель",5
3157,"Экран
Звук
Скорость Не все приложения адаптированы под козырек Прекрасный телефон ну прям чего-то невероятного нет",5
3158,Во всем супер Не нашел Суууупер,5
3159,"Флагман линейки самсунг.  В 2020 году не хватает широкоугольной камеры. Не всегда удобен отпечаток пальца на задней стороне.  Большой. Это и плюс и минус одновременно. Не всегда удобно пользоваться одной рукой. Без чехла постоянно норовит выскользнуть из рук. Камера- нет ширика. Иногда очень не хватает этой функции. А так фото очень достойные. Видео. По качеству стабилизации устраивает только режим fullhd 60кадров. Порадовала селфи камера. При записи видео следит за головой) неудобен отпечаток пальца сзади. На стекле спереди комфортнее. Когда телефон лежит , то надо взять в руки и разблокировать его.",4
3160,"Очень быстрый, классный экран. Всё таки не самый энергоэкономичный Всем советую. ",5
3161,"Их не описать Я их не нашел Вообще хороший,самсунгу спасибо Большое",5
3162,"Отличная флагманская модель, которая по своим тех. Характеристикам даёт фору многим китайским брендам, в отлии от них, модель выполнена из дорогих материалов, стекла и метала, а не стеклоптастика и алюминия, что даёт нам хорошую выносливость смартфона, и высокий статус его обладателю, так как он выглядит очень дорого! 
  Минус был изначально на старте продаж, плохо ловил сеть, но позже с обновлением андройда, этот баг устранили.
В дальнейшей эксплуатации, больше недостатков и минусов не выявлено.  Долго думал, на что бы перейти после Apple IOS, куча вариантов было пересмотренно, начиная с сяоми и онорами, заканчивая самсунгами.
Но, когда а я познакомился с Xperia xz2, сомнения все, как рукой сняло, я просто влюбился в этот смартфон, он выполнен настолько качественно, насколько это возможно для флагмана и аналога Apple. 
От того как он держит заряд я вообще молчу, в постоянном пользовании Xperia держит 1 световой день минимум, после Apple, которого даже на треть дня нехватает у меня был шок ????. Про быструю зарядку я вообще молчу ????. 40 минут с 0 до 80%, о его приемуществах можно разговаривать целыми днями, просто попробуйте сами, и хватит уже выбирать смартфоны лишь, по увеличенным фотографиям, которые только сто сняли, это полный бред, смартфон не фотоопарат, думайте лучше о том, что бы он подольше прожил и меньше лагал и зависал, а это именно СОНИ! ???? ",5
3163,"Тонкий, шустрый, full HD экран  Маленький аккумулятор  Я рад ",5
3164,"Норм автономность.Можно самому разобрать и поменять аккумулятор.А если разблокировать загрузчик ,можно поставить Андрюшу 10.Как я и сделал.И поставил гуглкамеру. Нет NFC.Слабая камера.Без защитного стекла царапается экран. За свои деньги,2 года назад,телефон бомба.",4
3165,Хороший экран и батарея  Сканер отпечатков пальцев очень часто  ошибается.  Мелкие глюки системы.  Нету беспроводной зарядки.  Второй раз не выбрал бы. ,3
3166,"Престижный мировой бренд,как говорят,каждому свое.Для меня важна  защита от воды,а то шампанское разольется или что-то покрепче,а может даже и по экзотичнее.Ну а если серьезно то радует нормальная камера,а в моделях Plus двойная.Яркий экран и хорошее качество изображения,большой объем памяти,батарея с хорошей производительностью и впечатляющий звук с хорошими динамиками.В общем удобен в использовании и приятно держать в руке,в моей естественно,как в других не буду рассуждать. Прежде всего наверное цена,но все-таки она соответствует данной модели.Далее дизайн не новый,не много похожий на дизайн других производителей.Не радует отсутствие возможности безпроводной зарядки смартфона.Не изменился размер с 6 айфоном,отсутствует стандартный разъем для наушников,поэтому нельзя слушать музыку и заряжать телефон одновременно. Кто ценит мировые бренды,тот не купится хоть и на дешевое,но на китайское.В общем отличная вещь.Советую приобрести.",4
3167,"Идеальный смартфон для бизнеса, игр сочетающий в себе все передовые технологии цифровой индустрии. Дополнительным плюсом если кто в раздумьях, что брать Huawei, Samsung или Apple, ответ очевиден. Mate 20 Pro дополнительный плюс это на данный момент конкурентноспособный ценник на достойный камерофон С ноября месяца не выявил недостатков. Рекомендую Первый смартфон в который влюбился сразу и до сих пор оставляет лишь приятные впечатления! ",5
3168,"Очень хороший телефон, всё устраивает. Отличный экран, хорошая камера, есть NFC, что тоже очень удобно. не обнаружены Производит очень приятное впечатление",5
3169,"Одни сплошные плюсы. Батарею держит два дня легко - огромнейший плюс!!! Сканер Face ID работает настолько хорошо, что боишься порой, что телефон вскроют ночью))) нет Apple как всегда на высоте. Но можно было сделать и подешевле смартфоны ((",5
3170,"Пользуюсь телефоном 9 месяцев, гоняю его по полной, почта, вайбер, файлы, таблицы, фото, видео, игрушки и т.д.Устраивает полностью, не тупит не виснет, очень нравится запись видео, звук получается живой один в один как в реале и вообще само звучание громкое и приятное, даже лучше чем в honor v10. Плюс дизайн, ни разу не пожалел.  Маркий корпус, но с прозрачным силиконовым чехлом всё отл.  Рекомендую ",5
3171,"Удобный экран, отличная камера, много всяких защит, не глючит Официальный чехол-книжка от Samsung неудобно надеть, если на телефоне стоит защитное стекло. Я покупала телефон, когда он только вышел, и стекло тогда поменять стоило около 40 тысяч. Ходила чо стеклом максимум месяц, теперь в чехле и без стекла. Кстати, телефон неоднократно падал вниз экраном (без защиты и с открытой книжкой), и все в порядке Меня устраивает)",5
3172,"Распознование , камера, вид! Емкость батареи заметно снижается за год эксплуатации. Доволен. Хороший аппарат. ",5
3173,"Удивительный смартфон, как и его предшественники, создан по последнему слову техники! Потрясающая камера, теперь еще и с пультом дистанционного управления, отличная автономность работы, удобно заряжать до 100% с быстрой зарядкой в комплекте чуть больше, чем за час! Режим ПК теперь без док станции, а напрямую через кабель (купил за 2490).
В общем, если хотите взять цена - качество (лучшая оптимизация) - то это Note9! Если честно, то я в восторге, минусов не обнаружил Однозначно, никогда не переплачу за огрызок. Самсунг, лучшее решение!",5
3174,"За год использования до сих пор батарея работает на Ура!!
Камера соответственно 
Любые приложения и игры спокойно устанавливаются и работают Не все приложения оптимезированны под экран
 Обычно я телефоны меняю раз в 6 месяцев так как они начинают умирать потихоньку и надо делать сброс и прочие чистки на нем, что касается p20 за год использования ни разу не сбрасывал его и не делал ни каких чисток. Всё просто идеально работает. 
Советую брать не пожалеете ",5
3175,"Хорошее по быстрый безопасность  Не было  Был 5s , 8 в разы лучше ",5
3176,"Быстрый, мощный, красивый, тонкий, стильный Нет Супер Нокиа",5
3177,"Два динамика, размер, батарея  не нашел Лучший смартфон из всех, что есть сейчас у Apple",5
3178,"Отличное быстродействие, приемлимая автономность, шикарный помощник в бизнесе и отдыхе Маркий экран, металическая рамка вокруг со временем начинает царапатся от чехлов Отличный телефон, стоит своих денег, качество на высоте!",5
3179,"Размер, качество сборки, производительность. Нет NFC Отличный вариант за эту цену",5
3180,"Не геморройный китаец. При увеличение зума качество фотографийвидео - слабое. Доволен, 2 года работает без проблем. За данный период их так же не было.",5
3181,"Не лагает,все круть  Батарея быстро садится а так норм (4-5 часов) Круто",4
3182,"Nokia
Хороший корпус
Удобный помощник
Цена Камера
 Взял, так как немного поддостал уже прошлый &quot;основной&quot; Nokia L920, теперь он вторичный :)
Камера, хоть и вдвое пиксельней, но снимает значительно хуже Люмии. Однако в простых условиях - вполне сносно. При этом, хоть и 16Мпикс, но влазиет в ограничения Гугла для бесплатного хранилища фото. В остальном - отличный помощник - не тормозит, без глюков, очень прочный, живучий - если плотно пользовать, то на день хватит. Если не очень напрягать, то и пару дней выстоит на одном заряде. Очень удачный дебют, на мой взгляд. Рад, что не пожалел 15тыр в своё время :)",4
3183,"яркий экран, хорошие камеры, стереозвук, быстродействие, защита от воды, не глючит (почти) и т.д.  аккумулятор все же слабоват с трудом хватает на день, иногда не хватает гнезда для наушников (когда он на зарядке)  от него веет надежностью и качеством, надо докупить беспроводные наушники, оценка твердая 4+ ",4
3184,Все Нет Лучший что я видел когда либо,5
3185,"Качество сборки. Хорошая камера. Батареи хватает на полноценные 2 дня при обычном режиме использования (без игр и прослушивания музыки). Яркий и стойкий к царапинам экран. Громкие, четкие динамики. Очень красивый и необычный дизайн! Наушники в комплекте ))))!!! Мелочь, а приятно! Пока не обнаружено (пользуюсь более полу года) Хороший, чисто мужской смартфон! Качественная сборка. Когда берешь в руку, сразу ощущается реальный кусок металла! Да - тяжелый! Но это придает уверенности, что при падении ничего не случиться, только царапины и вмятины на металле (пережил падение на угол ступени покрытой керамической плиткой! Осталась вмятина, но все работает отлично, экран целый!) Мало какой смартфон может этим похвастаться (сразу бы экран на замену, а может и мозги сотряслись (как у моего прошлого). Не пожалел ни разу о покупке, рад возвращению NOKIA на рынок. ",5
3186,"Акамулятор, дисплей, скорость и т. д.  Ненашёл Позитив",5
3187,"Аккумулятор,размер экрана Камера слабовата В-общем,телефон идеален",5
3188,"Железо Программное обеспечение. Покупаешь красивую хорошо сделанную игрушку по цене ноутбука, но по возможностям звонилки, электронной книжки, и mp3 плеера в стоке, а за остальное надо платить...понты не более Хороший дисплей, собран отлично, звучит хорошо, но этого не достаточно для тех рублей за какие его продают!!! Красная цена ему на 30% дешевле должна быть!",1
3189,"Камера что надо, процессор вполне положительный.  Слишком много рекламы.  Впечатление самые позитивные",5
3190,Экран. Хороший динамик.  Мало встроенной памяти. Глючит и тупит интерфейс.  Это была моя последняя Nokia. Купил Honor 8.,2
3191,"Простой, быстрый, удобный, качественная сборка, не дорогой при этом есть NFC и Type-C Камера (в сравнении с Lumia) Покупкой доволен полностью. Жаль сам андроид это не стабильная система, нет-нет да и заглючит и потребует жесткого ребута, на винде (Lumia 920)таких проблем не было никогда. да и сама винда для меня была самой удобной, на втором месте IOS а уж потом андроид. Но - от винды отказались, а продукты Apple продают по необоснованно завышенной цене. Так что остались только аппараты на Андроид. И нокиа в этом плане не плохой добротный аппарат.",4
3192,"Стильный , мощный , просто ракета !  Минусов нет !  Отличный смартфон , флагман за вменяемые деньги !!! Рекомендую всем ! ",5
3193,"Очень хорошая фото камера
Нет подтормаживаний в интерфейсе, всё летает и с обновлениями, которые регулярно выходят работает всё лучше и лучше При регистрации абонента, который уже зарегистрирован в каком либо мессннджере, начинает судить. Может просто исчезать абонент, а в поисковой строке появляться. При регистрации нового абонента, не зарегистрированного раннее в мессенджерах всё в полном порядке На 99% положительные. Был опыт использования устройства на Exynos, Kirin, по сравнению с ним не лагает вообще.",5
3194,Супер быстрая зарядка. Камера и произодительность достойная. Энергоэффективность. отсутсвуют.  Супер,5
3195,Абсолютно все в плюсе Нет Шикарно,5
3196,"Прочный стильный корпус, процессор, ии, батарея, быстрая зарядка, не нагревается корпус, камеры, 2 сим-карты, аудиовыход под наущшники, инфркр.порт, сканер отп.пальца под дисплеем спереди и быстрый, фейс id, доступная цена Недостаточно памяти, нет слота под карту памяти, есть проблема с фото в темн.время, фейс id недопилен  Моделью доволен на все 100%, несмотря на все недочеты. Выбор был осознанный. Ждал выход именно этой модели и покупал на старте продаж.",5
3197,"Очень быстрый телефон, оптимизация супер. Не нашел. Очень хорошие.",5
3198,Большой экран переливающийся задник  Пачкающий задник  Во всем это обычный смарт,5
3199,4_64gb Камера слабоват хотелось бы покачественей Большой экран быстрый шустрый,5
3200,Нокиа вернулась)  Они у всех есть) Стоит своих денег) ,5
3201,"Несомненно камера , шикарные снимки в любых освещениях , аккумулятор , быстрая зарядка , хорошее олеофобное покрытие После смартфонов сяоми нет Доволен на 100",5
3202,"Защита от воды Камера лучше предшественника Самый мощный смартфон Огромный объем памяти, вплоть до 256 Гб Быстро заряжается (но медленнее флагманов на Android) Качественные и громкие стереодинамики Дизайн не меняется третье поколение Глянцевая черная версия очень маркая и быстро царапается Рамки экрана очень большие Нет стандартного 3,5 мм разъема для наушников Разрешение экрана небольшое по современным меркам Нет 2 SIM-карт (да, мы знаем, что это iPhone, но уже привыкли во всех других смартфонах) Качество съемки среднее Самая простая версия стоит как топовые флагманы конкурентов Apple наконец-то добавила защиту от воды, двойную камеру (в модели Plus), избавилась от смешных 16-гигабайтных версий и предложила от 32 до 256 Гб. Браво. Но есть и недостатки: тот же самый старый дизайн (плюс тут же царапающаяся глянцевая версия), ничем не примечательное качество съемки, отсутствие разъема для стандартных наушников, и традиционно смартфон не подойдет адептам двух SIM-карт",3
3203,"Невероятно стильный и удобный, быстродействие на высоте, отличные снимки. Из-за «безрамочности», при небольших размерах самого телефона, экран достаточно большой, им удобно пользоваться одной рукой и можно спокойно носить в кармане. Минусов не заметил, никаких зелёных пооос на экране и т.п., спустя почти год использования. Батарея хорошо держит заряд. Великолепный смартфон, лучший из тех, которыми я когда-либо пользовался. ",5
3204,"Приятный дизайн, отличная камера, очень шустрый Некорректно работает Whatsapp - не приходят сообщения, пока не зайдешь в само приложение. Многодневное ковыряние настроек не помогло В целом положительные, буду брать Мате 10",5
3205,"Большой экран, хорошая картинка, отличная автономность, приятный внешний вид, очень хорошая цена, достаточная производительность. Большие размеры, нет nfc, все считают тебя бомжом, потому что Xiaomi, предустановленная miui, предустановленный софт камеры. Два последних пункта лечатся перепрошивкой, а, камера становится топовой. Очень нравится. Куплю и max 3",5
3206,"огромная батарея, постоянные обновления, которые улучшают работу смартфона, неплохая камера, хороший звук, отличные телефон. не обнаружены Гаджеты этой фирмы меня впечатляют. Мне все в них нравится. Нареканий нет. Спасибо производителям.",5
3207,"безрамочный, цвета оч. сочные, камера 64, отклик быстрый, большой экран, быстрая зарядка, большая емкость акб. при запуске приложения Mi fit, Mi пульт - немного тупит (нажимаешь на иконку и ничего не происходит, приходится еще и еще раз нажимать и тут раз оно уже отрыто и готово к работе, может и не надо несколько раз нажимать запуск приложения но рука сама тянется), редко но при запуске много кол-ва приложений  - бывает на пару-тройку сек задумывается. Доволен",5
3208,"2-х диапазонный WiFi (2.4 и 5GHz) Прочный корпус Достойная АКБ - при включенной WiFi, GPS, Bluetooth, 4G и интенсивных звонках Хватает более чем на сутки работы В машине телефон без чехла хорошо улетает абсолютно с любой горизонтальной поверхности Очень Доволен. покупал по предзаказу. уже было несколько обновлений ОС и ежемесячные обновления безопасности от Goggle ",5
3209,"1. Дисплей 2. Тактильные ощущения 3. Длительность работы 4. Скорость 1. Цена 2. Не удобно расположен сканер отпечатка пальцев 3. Не удобно пользоваться 1 рукой (но для этого есть S8) Пользуюсь пару месяцев, в основном использую для бизнеса. Пожалуй лучший телефон из тех, которыми приходилось пользоваться.",5
3210,Афигенный во всем  За 2 месяца пользования минусов не наблюдал Очень довольный покупкой ,5
3211,"Чистый андроид,плавность и быстрота работы,автономность,примочки типа огг звука По мне так-их нету,не стоит ожидать сверх мобилы,но качество=цене,считаю,что у нокии достойный реюнион Оч радует сей аппарат",5
3212,"Камера, Экран, Дизайн, EMUI, Батарея Сканер отпечатка пальца Моделью доволен, так же как и в целом моделями Honor и Huawei. Моделями этих марок пользуюсь много лет и менять не хочу",4
3213,"Мощность запредельная,играя в мощные игры даже через интернет хватает на 8 часов,невижу смысла брать galaxy 9 и того хуже айфон х. Нет Отличный смарт",5
3214,"Батарея и динамики лучше чем в первом. Игры,в которые я свободно играл на первом не тащит,процессор гораздо хуже.Так что для игр он точно не подходит.Подтормаживает иногда и браузер долго тупит,но это может быть и из-за обновления. Я очень люблю поиграть на телефоне,так что если бы знал,что он такой...менять с первого на второй не стал бы.",3
3215,"Мощный,хороший АКБ,камера,очень быстрая зарядка Их нет Только положительные",5
3216,Стеклянный  Face-id прекратил существование через 3 месяца( Так себе,3
3217,"Всё быстро работает, замечательная фотокамера, удобный интерфейс.  Безрамочность это очень неудобно. Только по этой причине поменял этот телефон на другой.  Серьёзная вещь. ",4
3218,"Офигенная камера, довольно шустрый телефон Не заметил Очень доволен аппаратом, рекомендую. ",5
3219,"Красивый, монолитный корпус. Качество сборки отличное. Удобно лежит в руке, хороший, сочный экран. Чистая система android с обновлениями в течении 3 лет. Хороший процессор, работает плавно.Хорошая камера с ИИ. Отсутствие NFC , но мне лично эта функция не нужна. Ценакачество на отлично! Рекомендую к покупке.",5
3220,Уровень htc. Все работает на отлично. Удобный и быстрый. Из начинки аналоги по этой цене только китайцы. А это все таки бренд Очень редко зависает Идеально за свои деньги,5
3221,"Время работы, неплохая камера.  В режиме зарядки выскакивает сообщение о перегреве батареи, хотя внешне вроде не горячий.  Итого, на текущий момент полностью устраивает.",5
3222,"Остальные телефоны отдыхают
Сотношение ценакачество лучшее на рынке Нет Лучшее что есть",5
3223,"Просто огонь Подбалтывается кнопка включения,но это видимо у всех В восторге,все что надо выполняет)",5
3224,Очень быстрый.  Мелочь. Нету минусов Через полгода потух экран. Поменяли по гарантии за сутки. В этот период ходил с айфон х. Брал у жены. Xs max быстрее. Батарея на день стабильно. Десятка тухла около 13...14:00,5
3225,"Работает без глюков 4 года (в отличие от андроида, которые менял каждый год). Камера очень не плохая. Отличное качество экрана.  Дохлая батарея, особенно на холоде. Придурошный Айтюнс. Нет возможности передать что-то по блютуз на андроид или обратно. Нет возможности вставить 2 симки, поэтому ношу 2 телефона. Ну и конечно же лошадиные цены.  Был изначально противником яблока. Сидел на андроиде на разных моделях телефонов. Телефоны через год использования начинали жестко тупить. Последний разбил об стену и пошёл купил яблоко. Пользуюсь уже 4 года и полет отличный. Да, батарея дохлая, но выручает наличие кабеля при себе. В принципе телефоном доволен, даже при его минусах. ",4
3226,"Никаких, обычный телефон Через три месяца появилось пятно на правой стороне,возле качели громкости, обратился к специалисту одни говорят экран,другие салфетка сгарела... короче никто ничего не знает! Не в восторге, обычный китайский развод!не берите!",1
3227,Естесвенно Закрытость и своя операционки дизайн  Стекло  Как всегда apple на высоте ,4
3228,"Этот телефон супер он мне сразу понравился как я на него посмотрел унего, корпус с текляный, я пользуюсь уже с этой компанией много лет  Минусов не как нету он супер  Он очень крутой и стеклянный ",5
3229,"Фешенебельное изображение, чумовой дизайн. При полной загрузке часто лагает. Иногда теряет сеть при переключения 2ж-3ж-4ж-вифи. Дисплей бьется от любого падения. Замена дисплея 18500. Защитный чехол и защитное стекло ОБЯЗАТЕЛЬНО!  За аппарат смело можно отдать 30 тыс. Не больше. 60 на старте он не стоит.",2
3230,"Хорошая камера способная делать не плохие снимки.
Хорошая производительность. 
Аккумулятор на 4000 мАч хорошо держит заряд телефона. 
Хорошо реиагирующий сканер отпечатка пальца. 
И ещё много всяких плюшек)  Может это в настройках, но когда заряд меньше 20%, падает производительность.  Отличный телефон за свою цену, рекомендую. ",5
3231,"Батарея, отличный экран, стабильная и быстрая работа системы, отличная камера (ночью это что-то), слабый нагрев под нагрузкой, очень быстрая зарядка штатная.  Нет 3,5мм разъема. Звук в наушниках через переходник паршивый.  Отличный сбалансированный аппарат. ",5
3232,"Великолепное качество фотографий и видео, а также звука. Удобное и умное управление. Прекрасный дизайн гаджета и интерфейса. Защита от воды. Быстрая зарядка Опасно использовать без чехла или бампера, так как может ускользнуть, в прямом смысле этого слова. Цена  Влюблена в данную модель до глубины души. В который раз убеждаюсь в том, что Samsung - лучший производитель, которого рекомендую абсолютно всем. И да, этот гаджет стоит своих денег)",5
3233,"По сравнению с новыми моделями ну никак не хуже! А нет их, за исключением новой прошивки иос11 и слабой батареей Супер смартфон!",5
3234,"Хороший телефон,нормальная камера, стоит своих денег.  Пока не определил Отличное",5
3235,"Камера, быстродействие Заряда маловато Очень приятное впечатление",4
3236,экран ..батарейка ...шустрый ...чистый андроид ...ничего лишнего ...рабочая лошадка за год ...недостатков не обнаружил ... как и все нокии ….это нокия ...респект ...каждый выбирает себе сам...то что хочет ….но ..смартфон ...это смартфон ….и надо это понимать ...а для пиара можно и без телефона ...,5
3237,"Прочность Медленный,слабая батарея,громосткий,огромные рамки. Ему цена 10000 рублей не более",3
3238,"Стабильность работы в повседневной деятельности. Отсутствие перегрева и торможения при большой загрузке. Яркий и точно передающий изображения экран. Один динамик и дорогие аксессуары Цена хоть и выше среди конкурентов, но это оправдывает при эксплуатации. Камеры выше всяких похвал. Широкий спектр речевого диапазона и звук в динамике как из студии звукозаписи. Воспроизведение аудио и видео в особенности через комплектную гарнитуру очень радует точной передачей и комфортным звучанием с достаточной глубиной сцены. Лучше слушать FLAC файлы, которых на бесплатном YOUTUBE в достатке.",5
3239,"Скорость работы, Камера, новые картинки на заставку, Линейка- камера. Теперь можно мерить  длину X..(Настя Ивлеева точно себе такой купит) Комплектация скудная Обновил X на XS  разницы особой не почувствовал ",5
3240,"Хорошая камера, удачный дизайн. Видео и аудио полностью устраивают. Отключается. Пользуюсь телефонами Нокиа довольно давно. И с удовольствием приобрела эту новинку. В общем телефон хороший, но стал отключаться.",2
3241,"FaceID сокращает время разблокировки телефона и упрощает её, не нужно волноваться, что палец мокрый или руки просто заняты. Отличное качество стереозвучания и превосходный дисплей. Качество фото просто потрясающее! К управлению телефоном без кнопки Домой привыкаешь за первые 15 минут эксплуатации, и привыкаешь настолько быстро и сильно, что пытаешься делать те же самые свайпы на &quot;старых моделях&quot; ))) Отлично держит заряд, при нормальном использовании хватает на полный рабочий день, ещё и к ночи остаётся достаточно заряда, плюс наличие беспроводной зарядки делает использование максимально комфортным. Высокая цена ))) ну и еще, пожалуй, боязнь уронить, так как стекло с обоих сторон смотрится шикарно, но цена замены задней панели или экрана кусается, да и не приятно если в твоем телефоне уже что то меняли.... поэтому носить только в чехле и с защитным наклеенным стеклом, оно, кстати, совсем не портит вид, если качественное и &quot;от края до края&quot; Модель отличная! Доволен!",5
3242,"Потрясающая скорость и плавность работы, Snapdragon 845 справляется на &quot;ура&quot; с любыми задачами. Никаких раздражающих микролагов даже через год пользования!  Самая доступная цена за флагманский процессор (на момент выхода). Хороший, хоть и не особо выдающийся, экран. Приличный звук в наушниках. Динамик тоже играет неплохо, правда, эффект псевдостерео практически не ощутим. Мгновенная разблокировка по лицу даже в полной темноте! Функция реализована отлично, вообще не ошибается. Сканер отпечатка также молниеносный. Весьма посредственная камера. Снимки получаются очень среднего качества, но чем-то приходится жертвовать за эту цену. Слишком большие скругления по краям экрана. Монобровь. В целом, смартфоном я доволен. Ему бы ещё более крутую камеру, и был бы идеал)) Пластиковый корпус для меня - скорее плюс, чем минус, так как практичнее, надежнее стеклянного, и выглядит неплохо. ПО работает стабильно, проблем не возникало. 11 MIUI, перешел с RU на глобальную прошивку.",5
3243,"Быстрый и произврдительный флагман есть флагман. Потрясающий дисплей! Греется при серьезных нагрузка очень сильно, батарея слабая для него еле еле до конца светового дня дотягивает а если использовать активно интернет, то и до обеда может не дожить, во время мощьных игр 3 часа максимум. И опять дисплей выгорает при максимальной яркости на солнце появляются светлые пятна эконок часто используемы приложение не критично но и не прияно! В целом смартфоном доволен со своими задачами справляется хорошо.",4
3244,"Быстрый, не тупит, отличная камера. Соотношение цена - производительность, среди остальных версий iPhone. Достаточно дорогой по отношению к андроид смартфонами. Но зато получаешь быстрый и безотказный аппарат. Очень доволен. Долгое время сопротивлялся и не слезал с андроид иглы. Теперь андроид вообще не рассматриваю.",5
